"id";"name";"type";"C";"Ti";"Zr";"Nd";"Fe";"Mo";"N";"Nb";"O";"Si";"Mn";"Ni";"S";"P";"Cr";"Co";"Cu";"V";"Al";"W";"B";"-";"Ce";"Be";"Ca";"Mg";"Ba";"As";"Pb";"Zn";"Sb";"Bi";"Sn";"H";"Ta";"без ограничений.";"Сортамент";"Размер";"Напр.";"sв";"sT";"d5";"y";"KCU";"Термообр.";"Se";"Te";"РЗМ";"La";"Hf";"Примесей";"Na";"Cd";"Ni+Co";"Ga";"Al+Mg";"Li";"Sc";"F";"Sr";"Ag";"Au";"Pt";"Pd";"Rh";"Cl";"Cu+P";"Ir";"Ru";"Re";"Tl";"In";"Hg";
"http://splav-kharkov.com/mat_start.php?name_id=2391";"35БТ";"Сплав прецизионный сверхпроводящий";"до     0.03";"60 -   64";"1.7 -   4.3";"33.5 -   36.5"
"http://splav-kharkov.com/mat_start.php?name_id=2393";"70ТМ-ВД";"Сплав прецизионный сверхпроводящий";"до     0.03";"73.5 -   76";;;"до     2.5";"24 -   26"
"http://splav-kharkov.com/mat_start.php?name_id=2392";"БТЦ-ВД";"Сплав прецизионный сверхпроводящий";"до     0.03";"0.07 -   0.2";"0.2 -   1";;;;"до    0.005";"98.76 -   99.73";"до    0.005"
"http://splav-kharkov.com/mat_start.php?name_id=692";"16Х";"Сплав прецизионный магнитно-мягкий";"до     0.015";;;;;;;;;"до    0.2";"до    0.3";"до    0.3";"до    0.015";"до    0.015";"15.5 -   16.5"
"http://splav-kharkov.com/mat_start.php?name_id=688";"27КХ";"Сплав прецизионный магнитно-мягкий";"до     0.04";;;;;;;;;"до    0.25";"0.2 -   0.4";"до    0.3";"до    0.015";"до    0.015";"0.3 -   0.6";"26.5 -   28"
"http://splav-kharkov.com/mat_start.php?name_id=670";"34НКМ";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"30.83 -    34.75";"2.8 -   3.2";;;;"0.15 -   0.3";"0.3 -   0.6";"33.5 -   35";"до    0.02";"до    0.02";;"28.5 -   30"
"http://splav-kharkov.com/mat_start.php?name_id=671";"35НКХСП";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"29.93 -    35.1";;;;;"0.8 -   1.2";"0.3 -   0.6";"35 -   37";"до    0.02";"до    0.02";"1.8 -   2.2";"27 -   29"
"http://splav-kharkov.com/mat_start.php?name_id=673";"40НКМ";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"28.13 -    32.1";"3.8 -   4.2";;;;"до    0.3";"0.3 -   0.6";"39.3 -   40.7";"до    0.02";"до    0.02";;"24.5 -   26"
"http://splav-kharkov.com/mat_start.php?name_id=672";"40Н";"Сплав прецизионный магнитно-мягкий";"до     0.05";;;;;;;;;"0.15 -   0.3";"0.3 -   0.6";"39 -   41";"до    0.02";"до    0.02";;;"до    0.2"
"http://splav-kharkov.com/mat_start.php?name_id=685";"36КНМ";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"36.34 -    40.2";"2.8 -   3.2";;;;"до    0.4";"до    0.5";"21.5 -   22.5";"до    0.015";"до    0.015";;"35.5 -   37"
"http://splav-kharkov.com/mat_start.php?name_id=674";"45Н";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"51.83 -    54.25";;;;;"0.15 -   0.3";"0.6 -   1.1";"45 -   46.5";"до    0.02";"до    0.02";;;"до    0.2"
"http://splav-kharkov.com/mat_start.php?name_id=689";"49К2Ф";"Сплав прецизионный магнитно-мягкий";"до     0.05";;;;"46.71 -    50.3";;;;;"до    0.3";"до    0.3";"до    0.5";"до    0.02";"до    0.02";;"48 -   50";;"1.7 -   2.1"
"http://splav-kharkov.com/mat_start.php?name_id=675";"47НК";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"27.53 -    31.05";;;;;"0.15 -   0.3";"0.3 -   0.6";"46 -   48";"до    0.02";"до    0.02";;"22.5 -   23.5"
"http://splav-kharkov.com/mat_start.php?name_id=981";"47НКХ";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"26.33 -    30.25";;;;;"0.15 -   0.3";"0.3 -   0.6";"46 -   48";"до    0.02";"до    0.02";"1.8 -   2.2";"21.5 -   22.5"
"http://splav-kharkov.com/mat_start.php?name_id=691";"49К2ФА";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"47.2 -    50.3";;;;;"до    0.15";"до    0.3";"до    0.3";"до    0.01";"до    0.01";;"48 -   50";;"1.7 -   2"
"http://splav-kharkov.com/mat_start.php?name_id=676";"50Н";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"48.33 -    50.55";;;;;"0.15 -   0.3";"0.3 -   0.6";"49 -   50.5";"до    0.02";"до    0.02";;;"до    0.2"
"http://splav-kharkov.com/mat_start.php?name_id=690";"49КФ";"Сплав прецизионный магнитно-мягкий";"до     0.05";;;;"47.01 -    50.7";;;;;"до    0.3";"до    0.3";"до    0.5";"до    0.02";"до    0.02";;"48 -   50";;"1.3 -   1.8"
"http://splav-kharkov.com/mat_start.php?name_id=680";"76НХД";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"15.13 -    17.95";;;;;"0.15 -   0.3";"0.3 -   0.6";"75 -   76.5";"до    0.02";"до    0.02";"1.8 -   2.2";;"4.8 -   5.2"
"http://splav-kharkov.com/mat_start.php?name_id=678";"64Н";"Сплав прецизионный магнитно-мягкий";"0.01 -    0.03";;;;"34.03 -    36.54";;;;;"0.15 -   0.3";"0.3 -   0.6";"63 -   65";"до    0.02";"до    0.02"
"http://splav-kharkov.com/mat_start.php?name_id=679";"68НМ";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"27.33 -    31.1";"1.5 -   2.5";;;;"до    0.3";"0.4 -   0.8";"67 -   69";"до    0.02";"до    0.02"
"http://splav-kharkov.com/mat_start.php?name_id=980";"50НХС";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"42.03 -    45";;;;;"1.1 -   1.4";"0.6 -   1.1";"49.5 -   51";"до    0.02";"до    0.02";"3.8 -   4.2";;"до    0.2"
"http://splav-kharkov.com/mat_start.php?name_id=677";"50ХНС";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"42.03 -    45";;;;;"1.1 -   1.4";"0.6 -   1.1";"49.5 -   51";"до    0.02";"до    0.02";"3.8 -   4.2";;"до    0.2"
"http://splav-kharkov.com/mat_start.php?name_id=687";"81НМА";"Сплав прецизионный магнитно-мягкий";"до     0.01";"2.5 -   3.3";;;"9.32 -    12.3";"4.7 -   5.2";;;;"до    0.1";"до    0.35";"80.5 -   81.7";"до    0.01";"до    0.01"
"http://splav-kharkov.com/mat_start.php?name_id=681";"77НМД";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"9.74 -    15.7";"3.9 -   4.5";;;;"0.1 -   0.3";"до    1.4";"75.5 -   78";"до    0.01";"до    0.02";;;"4.8 -   6"
"http://splav-kharkov.com/mat_start.php?name_id=683";"79Н3М";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"15.63 -    18.05";"3 -   3.4";;;;"0.15 -   0.3";"0.3 -   0.6";"78.5 -   80";"до    0.02";"до    0.02"
"http://splav-kharkov.com/mat_start.php?name_id=982";"80Н2М";"Сплав прецизионный магнитно-мягкий";"до     0.03";;;;"14.43 -    16.95";"2.5 -   2.8";;;;"0.15 -   0.3";"0.8 -   1.2";"79.6 -   81.2";"до    0.02";"до    0.02"
"http://splav-kharkov.com/mat_start.php?name_id=684";"80НХС";"Сплав прецизионный магнитно-мягкий";"до     0.03";"до    0.15";;;"12.33 -    16.7";;;;;"1.1 -   1.5";"0.6 -   1.1";"79 -   81.5";"до    0.02";"до    0.02";"2.6 -   3";;"до    0.2";;"до    0.15"
"http://splav-kharkov.com/mat_start.php?name_id=682";"79НМ";"Сплав прецизионный магнитно-мягкий";"до     0.03";"до    0.15";;;"13.73 -    16.8";"3.8 -   4.1";;;;"0.3 -   0.5";"0.6 -   1.1";"78.5 -   80";"до    0.02";"до    0.02";;;"до    0.2";;"до    0.15"
"http://splav-kharkov.com/mat_start.php?name_id=686";"83НФ";"Сплав прецизионный магнитно-мягкий";"до     0.01";;;;"9.57 -    13.2";;;;;"0.5 -   1";"до    0.5";"82.5 -   84.2";"до    0.01";"до    0.01";"до    0.5";;;"3.8 -   4.2"
"http://splav-kharkov.com/mat_start.php?name_id=983";"83НФ-Ш";"Сплав прецизионный магнитно-мягкий";"до     0.02";;;;"9.54 -    13.2";;;;;"0.5 -   1";"до    0.5";"82.5 -   84.2";"до    0.01";"до    0.03";"до    0.5";;;"3.8 -   4.2"
"http://splav-kharkov.com/mat_start.php?name_id=984";"35КФ10Н";"Сплав прецизионный магнитно-твердый";"до     0.06";;;;"48.4 -    52.7";;;;;"до    0.3";"до    0.4";"9.5 -   10.5";"до    0.02";"до    0.02";;"34.3 -   35.8";;"3.5 -   4.5"
"http://splav-kharkov.com/mat_start.php?name_id=985";"25КФ14Н";"Сплав прецизионный магнитно-твердый";"до     0.06";;;;"54.7 -    58.5";;;;;"до    0.3";"до    0.4";"13.5 -   14.5";"до    0.02";"до    0.02";;"24.5 -   25.5";;"3.5 -   4.5"
"http://splav-kharkov.com/mat_start.php?name_id=698";"35КХ6Ф";"Сплав прецизионный магнитно-твердый";"до     0.08";;;;"48.38 -    52.7";;;;;"до    0.3";"до    0.4";;"до    0.02";"до    0.02";"7.5 -   8.5";"34.3 -   35.8";;"5.5 -   6.5"
"http://splav-kharkov.com/mat_start.php?name_id=697";"35КХ4Ф";"Сплав прецизионный магнитно-твердый";"до     0.06";;;;"50.4 -    54.7";;;;;"до    0.3";"до    0.4";;"до    0.02";"до    0.02";"7.5 -   8.5";"34.3 -   35.8";;"3.5 -   4.5"
"http://splav-kharkov.com/mat_start.php?name_id=693";"52К10Ф";"Сплав прецизионный магнитно-твердый";"до     0.12";;;;"32.435 -    38.2";;;;;"до    0.5";"до    0.5";"до    0.7";"до    0.02";"до    0.025";"до    0.5";"52 -   54";;"9.8 -   11.2"
"http://splav-kharkov.com/mat_start.php?name_id=699";"35КХ8Ф";"Сплав прецизионный магнитно-твердый";"до     0.09";;;;"46.37 -    50.7";;;;;"до    0.3";"до    0.4";;"до    0.02";"до    0.02";"7.5 -   8.5";"34.3 -   35.8";;"7.5 -   8.5"
"http://splav-kharkov.com/mat_start.php?name_id=695";"52К12Ф";"Сплав прецизионный магнитно-твердый";"до     0.12";;;;"31.135 -    36.4";;;;;"до    0.5";"до    0.5";"до    0.7";"до    0.02";"до    0.025";"до    0.5";"52 -   54";;"11.6 -   12.5"
"http://splav-kharkov.com/mat_start.php?name_id=694";"52К11Ф";"Сплав прецизионный магнитно-твердый";"до     0.12";;;;"32.135 -    38";;;;;"до    0.5";"до    0.5";"до    0.7";"до    0.02";"до    0.025";"до    0.5";"52 -   54";;"10 -   11.5"
"http://splav-kharkov.com/mat_start.php?name_id=696";"52К13Ф";"Сплав прецизионный магнитно-твердый";"до     0.12";;;;"30.135 -    35.4";;;;;"до    0.5";"до    0.5";"до    0.7";"до    0.02";"до    0.025";"до    0.5";"52 -   54";;"12.6 -   13.5"
"http://splav-kharkov.com/mat_start.php?name_id=701";"ЕВ6";"Сплав прецизионный магнитно-твердый";"0.68 -    0.78";;;;;;;;;"0.17 -   0.4";"0.2 -   0.4";"до    0.3";"до    0.02";"до    0.03";"0.3 -   0.5";;;;;"5.2 -   6.2"
"http://splav-kharkov.com/mat_start.php?name_id=700";"ЕХ3";"Сплав прецизионный магнитно-твердый";"0.9 -    1.1";;;;;;;;;"0.17 -   0.4";"0.2 -   0.4";"до    0.3";"до    0.02";"до    0.03";"2.8 -   3.6"
"http://splav-kharkov.com/mat_start.php?name_id=702";"ЕХ5К5";"Сплав прецизионный магнитно-твердый";"0.9 -    1.05";;;;;;;;;"0.17 -   0.4";"0.2 -   0.4";"до    0.6";"до    0.02";"до    0.03";"5.5 -   6.5";"5.5 -   6.5"
"http://splav-kharkov.com/mat_start.php?name_id=703";"ЕХ9К15М2";"Сплав прецизионный магнитно-твердый";"0.9 -    1.05";;;;;"1.2 -   1.7";;;;"0.17 -   0.4";"0.2 -   0.4";"до    0.6";"до    0.02";"до    0.03";"8 -   10";"13.5 -   16.5"
"http://splav-kharkov.com/mat_start.php?name_id=1877";"ЮНДК";"Сплав прецизионный магнитно-твердый";;"0.15 -   0.5";;;"45.3 -    54.35";;;;;"до    1.5";;"12.5 -   15.5";;;;"23.5 -   25";"2 -   3.5";;"7.5 -   8.7"
"http://splav-kharkov.com/mat_start.php?name_id=1878";"ЮНДКБА";"Сплав прецизионный магнитно-твердый";;"до    0.3";;;"44.75 -    53";;;"до    0.15";;"до    0.6";;"12.5 -   15";;;;"24 -   26";"3 -   4.5";;"7.5 -   8.7"
"http://splav-kharkov.com/mat_start.php?name_id=706";"32НКД";"Сплав прецизионный с заданным ТКЛР";"до     0.05";;;;;;;;;"до    0.2";"до    0.4";"31.5 -   33";"до    0.015";"до    0.015";;"3.2 -   4.2";"0.6 -   0.8"
"http://splav-kharkov.com/mat_start.php?name_id=1876";"ЮНДКИ";"Сплав прецизионный магнитно-твердый";;;;;"47 -    55.5";;;;;;;"18 -   20";;;;"15 -   19";"3 -   4";;"8.5 -   10"
"http://splav-kharkov.com/mat_start.php?name_id=1879";"ЮНДКТ5";"Сплав прецизионный магнитно-твердый";;"4.5 -   5.5";;;"29.2 -    38";;;"до    1.1";;;;"14 -   16.5";;;;"34 -   35.5";"3 -   4";;"6.5 -   8.2"
"http://splav-kharkov.com/mat_start.php?name_id=1881";"ЮНДКТ5АА";"Сплав прецизионный магнитно-твердый";;"5 -   5.5";;;"32.4 -    37.5";;;;;;;"13.5 -   14.5";;;;"34.5 -   35.5";"2.5 -   4.6";;"7 -   7.5"
"http://splav-kharkov.com/mat_start.php?name_id=1880";"ЮНДКТ5БА";"Сплав прецизионный магнитно-твердый";;"4 -   5.5";;;"31.8 -    38.5";;;"до    1.2";;;;"13.5 -   14.5";;;;"34.5 -   35.5";"3 -   4";;"6.5 -   7.5"
"http://splav-kharkov.com/mat_start.php?name_id=1874";"ЮНДЧ";"Сплав прецизионный магнитно-твердый";;"0.2 -   0.3";;;"56.7 -    59.8";;;;;;;"24 -   25";;;;;"3 -   4";;"13 -   14"
"http://splav-kharkov.com/mat_start.php?name_id=1882";"ЮНДКТ8";"Сплав прецизионный магнитно-твердый";;"7 -   9";;;"22 -    31.5";;;;;;;"13.5 -   14.5";;;;"38 -   42";"3 -   4";;"7 -   8.5"
"http://splav-kharkov.com/mat_start.php?name_id=1875";"ЮНТС";"Сплав прецизионный магнитно-твердый";;"0.4 -   0.5";;;"47 -    53.6";;;;;"1 -   1.5";;"32 -   35";;;;;;;"13 -   16"
