"id";"category";"name";"type";"Марка :";"Классификация :";"Дополнение:";"Применение:";"Зарубежные аналоги:";"Заменитель:";
"http://splav-kharkov.com/mat_start.php?name_id=1878";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКБА";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=703";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЕХ9К15М2";"Сплав прецизионный магнитно-твердый";;"для магнитов неответственного назначения";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1876";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКИ";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия отсутствует";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1877";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДК";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1879";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКТ5";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1881";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКТ5АА";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1880";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКТ5БА";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1874";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДЧ";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия отсутствует";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1882";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНДКТ8";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия имеется";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=705";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"30НКД       (    другое обозначение         30НКД-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев со стеклами С38-1, С40-1; ТКЛР*1000000  в диапазоне температур  от -60 до +400  ºC не более 3.3-4.6  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=986";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"34НК";"Сплав прецизионный с заданным ТКЛР";;"для спайки с мягким стеклом С84-2, для соединения с керамикой ; ТКЛР*1000000 в диапазоне температур от +20 до +500 ºC не более 5.2 - 7 [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=1875";"Сплав прецизионный";"Сплав прецизионный магнитно-твердый";"ЮНТС";"Сплав прецизионный магнитно-твердый";"Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия отсутствует";"Для изготовления постоянных магнитов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=704";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"29НК       (    другое обозначение         29НК-ВИ       29НК-ВИ-1       29НК-1     )";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев элементов радиоэлектронной аппаратуры со стеклами С49-1, С52-1, С48-1, С47-1; ТКЛР*1000000  в диапазоне температур  от -70 до +420  ºC не более 4.5-6.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=706";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"32НКД";"Сплав прецизионный с заданным ТКЛР";;"для деталей приборов очень высокой точности, требующих постоянства размеров в интервале климатических температур; ТКЛР*1000000  в диапазоне температур  от -60 до +100  ºC не более 1.0  [1/ºC]";"Нет данных"
